person_id,icpsr,cel_icpsr,congress,chamber,bioname,state_abbrev,district_code,party_code,party_switch_split,source,votes_attended,votes_eligible,attendance_rate,votes_attended_raw,votes_eligible_raw,attendance_rate_raw,votes_trimmed,denominator_corrected,chamber_rollcalls,share_of_chamber_rollcalls,n_yea,n_nay,n_present,n_paired_yea,n_paired_nay,n_announced_yea,n_announced_nay,n_notvoting,les_classic,les2,benchmark_classic,benchmark2,les_ratio_classic,les2_ratio,les_cat_classic,les2_cat,les_rank,les2_rank,les_lag,les2_lag,party_code_last,nominate_dim1,nominate_dim2,cel_name,cel_year,cel_state,cel_district,dem,year_first_elected,female,votepct,dwnom1,dwnom2,deleg_size,subchr,afam,latino,votepct_sq,power,chair,state_leg,state_leg_prof,majority,maj_leader,min_leader,meddist,majdist,freshman,seniority,party_size,cel_party_code,born,died,commem_bill,commem_aic,commem_abc,commem_pass,commem_law,sub_bill,sub_aic,sub_abc,sub_pass,sub_law,ss_bill,ss_aic,ss_abc,ss_pass,ss_law,commem_bill_v,commem_aic_v,commem_abc_v,commem_pass_v,commem_law_v,sub_bill_v,sub_aic_v,sub_abc_v,sub_pass_v,sub_law_v,ss_bill_v,ss_aic_v,ss_abc_v,ss_pass_v,ss_law_v,all_bill_v,all_pass_v,all_aic_v,all_abc_v,all_law_v,all_bill,all_pass,all_aic,all_abc,all_law,speaker,seniority_sq
S000810,14053.0,14053.0,93,House,"STARK, Fortney Hillman (Pete), Jr.",CA,8.0,100.0,0.0,both,971.0,1078.0,0.900742,971.0,1078.0,0.900742,0.0,0.0,1078.0,1.0,647.0,323.0,1.0,3.0,6.0,1.0,0.0,97.0,0.653353214263916,,0.4837367236614227,,1.350638031959534,,2.0,,127.0,,,,100.0,-0.631,-0.605,"Stark, Fortney",1973.0,CA,8.0,1.0,1972.0,0.0,53.0,-0.6309999823570251,-0.6050000190734863,43.0,0.0,0.0,0.0,2809.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5429999828338623,0.2809999883174896,1.0,1.0,248.0,100.0,1931.0,,3.0,1.0,1.0,1.0,0.0,25.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,28.0,2.0,2.0,2.0,1.0,0.0,
S000829,8866.0,8866.0,93,House,"STEED, Thomas Jefferson",OK,4.0,100.0,0.0,both,1000.0,1078.0,0.927644,1000.0,1078.0,0.927644,0.0,0.0,1078.0,1.0,646.0,354.0,0.0,1.0,2.0,0.0,0.0,75.0,2.983149290084839,,1.746947050094604,,1.707635760307312,,3.0,,34.0,,,,100.0,-0.279,0.776,"Steed, Tom",1973.0,OK,4.0,1.0,1948.0,0.0,71.0,-0.2790000140666962,0.7760000228881836,6.0,1.0,0.0,0.0,5041.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1910000145435333,0.07099998742341995,0.0,13.0,248.0,100.0,1904.0,1983.0,5.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,19.0,5.0,5.0,5.0,3.0,0.0,
S000836,12047.0,12047.0,93,House,"STEELE, Robert Hampton",CT,2.0,200.0,0.0,both,872.0,1078.0,0.808905,872.0,1078.0,0.808905,0.0,0.0,1078.0,1.0,619.0,253.0,0.0,5.0,2.0,0.0,0.0,199.0,0.8699721693992615,,0.2984168827533722,,2.915291309356689,,3.0,,22.0,,,,200.0,-0.012,-0.435,"Steele, Robert",1973.0,CT,2.0,0.0,1970.0,0.0,66.0,-0.01200000010430813,-0.4350000023841858,6.0,0.0,0.0,0.0,4356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07599999755620956,0.3379999995231628,0.0,2.0,197.0,200.0,1938.0,,1.0,0.0,0.0,0.0,0.0,110.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,112.0,1.0,1.0,1.0,0.0,0.0,
S000841,14054.0,14054.0,93,House,"STEELMAN, Alan Watson",TX,5.0,200.0,0.0,both,987.0,1078.0,0.915584,987.0,1078.0,0.915584,0.0,0.0,1078.0,1.0,722.0,265.0,0.0,7.0,2.0,0.0,0.0,82.0,0.441382110118866,,0.2713411748409271,,1.626668334007263,,3.0,,49.0,,,,200.0,0.255,-0.385,"Steelman, Alan",1973.0,TX,5.0,0.0,1972.0,0.0,56.0,0.2549999952316284,-0.3849999904632568,24.0,0.0,0.0,0.0,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429999947547913,0.6050000190734863,1.0,1.0,197.0,200.0,1942.0,,2.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,87.0,0.0,0.0,0.0,0.0,0.0,
S000846,11050.0,11050.0,93,House,"STEIGER, Sam",AZ,3.0,200.0,0.0,both,958.0,1078.0,0.888683,958.0,1078.0,0.888683,0.0,0.0,1078.0,1.0,568.0,389.0,1.0,2.0,13.0,0.0,2.0,103.0,0.6087756752967834,,0.3525682687759399,,1.726688742637634,,3.0,,38.0,,,,200.0,0.447,0.246,"Steiger, Sam",1973.0,AZ,3.0,0.0,1966.0,0.0,63.0,0.4469999969005585,0.2460000067949295,4.0,0.0,0.0,0.0,3969.0,0.0,0.0,1.0,0.2689999938011169,0.0,0.0,0.0,0.5350000262260437,0.796999990940094,0.0,4.0,197.0,200.0,1929.0,2012.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,28.0,1.0,1.0,1.0,1.0,0.0,
S000847,11051.0,11051.0,93,House,"STEIGER, William Albert",WI,6.0,200.0,0.0,both,996.0,1078.0,0.923933,996.0,1078.0,0.923933,0.0,0.0,1078.0,1.0,635.0,357.0,4.0,1.0,2.0,1.0,0.0,78.0,0.2181068509817123,,0.3525682687759399,,0.6186230182647705,,2.0,,86.0,,,,200.0,0.336,-0.76,"Steiger, William",1973.0,WI,6.0,0.0,1966.0,0.0,66.0,0.335999995470047,-0.7599999904632568,9.0,0.0,0.0,0.0,4356.0,0.0,0.0,1.0,0.2489999979734421,0.0,0.0,0.0,0.4239999949932098,0.6859999895095825,0.0,4.0,197.0,200.0,1938.0,1978.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,43.0,0.0,0.0,0.0,0.0,0.0,
S000860,10563.0,10563.0,93,House,"STEPHENS, Robert Grier, Jr.",GA,10.0,100.0,0.0,both,855.0,1078.0,0.793135,855.0,1078.0,0.793135,0.0,0.0,1078.0,1.0,610.0,245.0,0.0,5.0,5.0,0.0,0.0,213.0,2.663087368011475,,1.584492802619934,,1.680719137191772,,3.0,,38.0,,,,100.0,-0.194,0.944,"Stephens, Robert",1973.0,GA,10.0,1.0,1960.0,0.0,100.0,-0.1940000057220459,0.9440000057220459,10.0,1.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.1420000046491623,1.0,0.0,0.0,0.1060000061988831,0.1559999883174896,0.0,7.0,248.0,100.0,1913.0,2003.0,4.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,32.0,5.0,5.0,5.0,1.0,0.0,
S000948,12030.0,12030.0,93,House,"STOKES, Louis",OH,21.0,100.0,0.0,both,836.0,1078.0,0.77551,836.0,1078.0,0.77551,0.0,0.0,1078.0,1.0,591.0,245.0,0.0,3.0,14.0,0.0,0.0,225.0,0.08476190268993378,,0.5378881096839905,,0.1575827747583389,,1.0,,219.0,,,,100.0,-0.578,-0.312,"Stokes, Louis",1973.0,OH,21.0,1.0,1968.0,0.0,81.0,-0.578000009059906,-0.3120000064373016,23.0,0.0,1.0,0.0,6561.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4900000095367432,0.2280000150203705,0.0,3.0,248.0,100.0,1925.0,2015.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,
S000997,9017.0,9017.0,93,House,"STRATTON, Samuel Studdiford",NY,28.0,100.0,0.0,both,988.0,1078.0,0.916512,988.0,1078.0,0.916512,0.0,0.0,1078.0,1.0,677.0,311.0,0.0,5.0,1.0,0.0,0.0,84.0,2.899808883666992,,1.611568450927734,,1.799370646476746,,3.0,,36.0,,,,100.0,-0.139,0.208,"Stratton, Samuel",1973.0,NY,28.0,1.0,1958.0,0.0,80.0,-0.1389999985694885,0.2080000042915344,39.0,1.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05099999904632568,0.210999995470047,0.0,8.0,248.0,100.0,1916.0,1990.0,0.0,0.0,0.0,0.0,0.0,57.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,57.0,6.0,6.0,6.0,5.0,0.0,
S001037,9056.0,9056.0,93,House,"STUBBLEFIELD, Frank Albert",KY,1.0,100.0,0.0,both,872.0,1078.0,0.808905,872.0,1078.0,0.808905,0.0,0.0,1078.0,1.0,613.0,259.0,0.0,7.0,3.0,0.0,0.0,196.0,0.2764076590538025,,1.611568450927734,,0.1715146899223328,,1.0,,166.0,,,,100.0,-0.247,0.779,"Stubblefield, Frank",1973.0,KY,1.0,1.0,1958.0,0.0,65.0,-0.2469999939203262,0.7789999842643738,7.0,1.0,0.0,0.0,4225.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1589999943971634,0.1030000075697899,0.0,8.0,248.0,100.0,1907.0,1977.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,19.0,1.0,0.0,1.0,0.0,0.0,
S001039,11052.0,11052.0,93,House,"STUCKEY, Williamson Sylvester, Jr.",GA,8.0,100.0,0.0,both,846.0,1078.0,0.784787,846.0,1078.0,0.784787,0.0,0.0,1078.0,1.0,605.0,237.0,4.0,1.0,6.0,0.0,0.0,225.0,1.476942658424377,,1.503265619277954,,0.9824894666671753,,2.0,,77.0,,,,100.0,-0.114,0.751,"Stuckey, W.",1973.0,GA,8.0,1.0,1966.0,0.0,62.0,-0.1140000000596046,0.7509999871253967,10.0,1.0,0.0,0.0,3844.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0260000005364418,0.2360000014305115,0.0,4.0,248.0,100.0,1935.0,,0.0,0.0,0.0,0.0,0.0,17.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,17.0,3.0,3.0,3.0,3.0,0.0,
S001040,14055.0,14055.0,93,House,"STUDDS, Gerry Eastman",MA,12.0,100.0,0.0,both,1071.0,1078.0,0.993506,1071.0,1078.0,0.993506,0.0,0.0,1078.0,1.0,734.0,337.0,0.0,0.0,0.0,1.0,0.0,6.0,0.2497249394655228,,0.4837367236614227,,0.5162414312362671,,2.0,,170.0,,,,100.0,-0.444,-0.593,"Studds, Gerry",1973.0,MA,12.0,1.0,1972.0,0.0,50.0,-0.4440000057220459,-0.5929999947547913,12.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3560000061988831,0.09400000423192978,1.0,1.0,248.0,100.0,1937.0,2006.0,2.0,1.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,32.0,1.0,1.0,1.0,1.0,0.0,
S001057,9072.0,9072.0,93,House,"SULLIVAN, Leonor Kretzer",MO,3.0,100.0,0.0,both,918.0,1078.0,0.851577,918.0,1078.0,0.851577,0.0,0.0,1078.0,1.0,664.0,252.0,2.0,10.0,2.0,1.0,0.0,147.0,17.62533187866211,,6.959391117095947,,2.532596826553345,,3.0,,1.0,,,,100.0,-0.386,0.299,"Sullivan, Leonor",1973.0,MO,3.0,1.0,1952.0,1.0,69.0,-0.386000007390976,0.2989999949932098,10.0,1.0,0.0,0.0,4761.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2980000078678131,0.03600000590085983,0.0,11.0,248.0,100.0,1902.0,1988.0,4.0,0.0,1.0,1.0,0.0,52.0,14.0,15.0,15.0,13.0,17.0,13.0,14.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,73.0,28.0,27.0,30.0,22.0,0.0,
S001134,12031.0,12031.0,93,House,"SYMINGTON, James Wadsworth",MO,2.0,100.0,0.0,both,937.0,1078.0,0.869202,937.0,1078.0,0.869202,0.0,0.0,1078.0,1.0,686.0,251.0,0.0,3.0,2.0,0.0,1.0,135.0,0.2383544445037842,,1.476189970970154,,0.161465972661972,,1.0,,175.0,,,,100.0,-0.331,0.076,"Symington, James",1973.0,MO,2.0,1.0,1968.0,0.0,64.0,-0.3310000002384186,0.07599999755620956,10.0,1.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2430000007152557,0.01899999938905239,0.0,3.0,248.0,100.0,1927.0,,1.0,1.0,1.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,29.0,1.0,1.0,1.0,1.0,0.0,
S001138,14056.0,14056.0,93,House,"SYMMS, Steven Douglas",ID,1.0,200.0,0.0,both,963.0,1078.0,0.893321,963.0,1078.0,0.893321,0.0,0.0,1078.0,1.0,453.0,508.0,2.0,0.0,10.0,0.0,0.0,105.0,0.4876390993595123,,0.2713411748409271,,1.797143816947937,,3.0,,44.0,,,,200.0,0.687,0.355,"Symms, Steven",1973.0,ID,1.0,0.0,1972.0,0.0,56.0,0.6869999766349792,0.3549999892711639,2.0,0.0,0.0,0.0,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7749999761581421,1.036999940872192,1.0,1.0,197.0,200.0,1938.0,,5.0,1.0,1.0,1.0,0.0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,31.0,2.0,2.0,2.0,0.0,0.0,
T000022,10631.0,10631.0,93,House,"TALCOTT, Burt Lacklen",CA,12.0,200.0,0.0,both,919.0,1078.0,0.852505,919.0,1078.0,0.852505,0.0,0.0,1078.0,1.0,639.0,280.0,0.0,4.0,12.0,0.0,0.0,143.0,0.6608844995498657,,0.4067196846008301,,1.624913930892944,,3.0,,32.0,,,,200.0,0.25,-0.115,"Talcott, Burt",1973.0,CA,12.0,0.0,1962.0,0.0,54.0,0.25,-0.1150000020861626,43.0,0.0,0.0,0.0,2916.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3379999995231628,0.6000000238418579,0.0,6.0,197.0,200.0,1920.0,,7.0,1.0,1.0,1.0,0.0,79.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,86.0,1.0,2.0,2.0,0.0,0.0,
T000075,14057.0,14057.0,93,House,"TAYLOR, Gene",MO,7.0,200.0,0.0,both,908.0,1078.0,0.842301,908.0,1078.0,0.842301,0.0,0.0,1078.0,1.0,570.0,338.0,0.0,5.0,12.0,0.0,0.0,153.0,0.1055647060275078,,0.2713411748409271,,0.3890478610992432,,1.0,,136.0,,,,200.0,0.328,0.442,"Taylor, G.",1973.0,MO,7.0,0.0,1972.0,0.0,64.0,0.328000009059906,0.4420000016689301,10.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4160000085830688,0.6780000329017639,1.0,1.0,197.0,200.0,1928.0,1998.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,1.0,0.0,0.0,
T000099,9230.0,9230.0,93,House,"TAYLOR, Roy Arthur",NC,11.0,100.0,0.0,both,1062.0,1078.0,0.985158,1062.0,1078.0,0.985158,0.0,0.0,1078.0,1.0,734.0,327.0,1.0,0.0,0.0,0.0,1.0,15.0,3.522575855255127,,1.584492802619934,,2.223156690597534,,3.0,,28.0,,,,100.0,-0.069,0.635,"Taylor, Roy",1973.0,NC,11.0,1.0,1960.0,0.0,60.0,-0.0689999982714653,0.6349999904632568,11.0,1.0,0.0,0.0,3600.0,0.0,0.0,1.0,0.1899999976158142,1.0,0.0,0.0,0.01900000125169754,0.2809999883174896,0.0,7.0,248.0,100.0,1910.0,1995.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,26.0,5.0,6.0,6.0,3.0,0.0,
T000109,9240.0,9240.0,93,House,"TEAGUE, Charles McKevett",CA,13.0,200.0,0.0,both,525.0,541.0,0.970425,525.0,541.0,0.970425,0.0,0.0,1078.0,0.501855,339.0,181.0,5.0,0.0,0.0,0.0,0.0,16.0,0.2644548118114471,,0.5150225162506104,,0.5134820342063904,,2.0,,73.0,,,,200.0,0.243,-0.227,"Teague, Charles",1973.0,CA,13.0,0.0,1954.0,0.0,74.0,0.2430000007152557,-0.2269999980926514,43.0,0.0,0.0,0.0,5476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3310000002384186,0.5929999947547913,0.0,10.0,197.0,200.0,1909.0,1974.0,4.0,3.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,14.0,3.0,3.0,3.0,1.0,0.0,
T000110,9241.0,9241.0,93,House,"TEAGUE, Olin Earl",TX,6.0,100.0,0.0,both,677.0,1078.0,0.628015,677.0,1078.0,0.628015,0.0,0.0,1078.0,1.0,458.0,219.0,0.0,18.0,12.0,0.0,1.0,370.0,5.589274883270264,,7.040617942810059,,0.7938613891601562,,2.0,,15.0,,,,100.0,-0.102,0.995,"Teague, Olin",1973.0,TX,6.0,1.0,1946.0,0.0,,-0.1019999980926514,0.9950000047683716,24.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.01399999763816595,0.2479999959468842,0.0,14.0,248.0,100.0,1910.0,1981.0,2.0,0.0,0.0,0.0,0.0,76.0,1.0,1.0,1.0,1.0,7.0,6.0,6.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,85.0,6.0,7.0,7.0,5.0,0.0,
T000200,9322.0,9322.0,93,House,"THOMPSON, Frank, Jr.",NJ,4.0,100.0,0.0,both,871.0,1078.0,0.807978,871.0,1078.0,0.807978,0.0,0.0,1078.0,1.0,613.0,257.0,1.0,20.0,7.0,1.0,0.0,179.0,1.373245239257813,,1.665719866752625,,0.8244155049324036,,2.0,,80.0,,,,100.0,-0.511,-0.165,"Thompson, Frank",1973.0,NJ,4.0,1.0,1954.0,0.0,58.0,-0.5109999775886536,-0.1650000065565109,15.0,1.0,0.0,0.0,3364.0,0.0,0.0,1.0,0.1749999970197678,1.0,0.0,0.0,0.4229999780654907,0.160999983549118,0.0,10.0,248.0,100.0,1918.0,1989.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,39.0,2.0,2.0,2.0,0.0,0.0,
T000233,10564.0,10564.0,93,House,"THOMSON, Vernon Wallace",WI,3.0,200.0,0.0,both,1025.0,1078.0,0.950835,1025.0,1078.0,0.950835,0.0,0.0,1078.0,1.0,717.0,307.0,1.0,1.0,2.0,2.0,0.0,48.0,0.388897031545639,,0.4337953925132751,,0.8964987397193909,,2.0,,54.0,,,,200.0,0.233,-0.061,"Thomson, Vernon",1973.0,WI,3.0,0.0,1960.0,0.0,55.0,0.2329999953508377,-0.06100000068545341,9.0,0.0,0.0,0.0,3025.0,0.0,0.0,1.0,0.2489999979734421,0.0,0.0,0.0,0.3210000097751617,0.5830000042915344,0.0,7.0,197.0,200.0,1905.0,1988.0,5.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,43.0,0.0,1.0,1.0,0.0,0.0,
T000234,13045.0,13045.0,93,House,"THONE, Charles",NE,1.0,200.0,0.0,both,1045.0,1078.0,0.969388,1045.0,1078.0,0.969388,0.0,0.0,1078.0,1.0,747.0,298.0,0.0,0.0,0.0,0.0,0.0,33.0,0.4192487597465515,,0.2984168827533722,,1.404909610748291,,2.0,,50.0,,,,200.0,0.192,-0.134,"Thone, Charles",1973.0,NE,1.0,0.0,1970.0,0.0,64.0,0.1920000016689301,-0.1340000033378601,3.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2800000011920929,0.5419999957084656,0.0,2.0,197.0,200.0,1924.0,,1.0,1.0,1.0,1.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,64.0,1.0,1.0,1.0,1.0,0.0,
T000243,14058.0,14058.0,93,House,"THORNTON, Raymond Hoyt (Ray), Jr.",AR,4.0,100.0,0.0,both,1027.0,1078.0,0.95269,1027.0,1078.0,0.95269,0.0,0.0,1078.0,1.0,716.0,311.0,0.0,3.0,1.0,0.0,0.0,47.0,0.04134726896882057,,0.4837367236614227,,0.08547473698854446,,1.0,,237.0,,,,100.0,-0.306,0.635,"Thornton, Ray",1973.0,AR,4.0,1.0,1972.0,0.0,100.0,-0.3059999942779541,0.6349999904632568,4.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2179999947547913,0.04400000721216202,1.0,1.0,248.0,100.0,1928.0,2016.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,
T000265,11061.0,11061.0,93,House,"TIERNAN, Robert Owens",RI,2.0,100.0,0.0,both,941.0,1078.0,0.872913,941.0,1078.0,0.872913,0.0,0.0,1078.0,1.0,668.0,273.0,0.0,6.0,1.0,3.0,1.0,126.0,0.5499187111854553,,0.5649638175964355,,0.9733697772026062,,2.0,,141.0,,,,100.0,-0.394,-0.025,"Tiernan, Robert",1973.0,RI,2.0,1.0,1967.0,0.0,63.0,-0.3939999938011169,-0.02500000037252903,2.0,0.0,0.0,0.0,3969.0,1.0,0.0,1.0,0.1420000046491623,1.0,0.0,0.0,0.3059999942779541,0.04399999231100082,0.0,4.0,248.0,100.0,1929.0,2014.0,2.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,107.0,0.0,0.0,0.0,0.0,0.0,
T000321,14059.0,14059.0,93,House,"TOWELL, David Gilmer",NV,1.0,200.0,0.0,both,948.0,1078.0,0.879406,948.0,1078.0,0.879406,0.0,0.0,1078.0,1.0,650.0,297.0,1.0,2.0,2.0,0.0,0.0,126.0,0.08476190268993378,,0.2713411748409271,,0.3123812675476074,,1.0,,151.0,,,,200.0,0.239,0.017,"Towell, David",1973.0,NV,1.0,0.0,1972.0,0.0,52.0,0.238999992609024,0.01700000092387199,1.0,0.0,0.0,0.0,2704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3269999921321869,0.5889999866485596,1.0,1.0,197.0,200.0,1937.0,2003.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,
T000356,14075.0,14075.0,93,House,"TRAXLER, Jerome Bob",MI,8.0,100.0,0.0,both,386.0,966.0,0.399586,386.0,966.0,0.399586,0.0,0.0,1078.0,0.896104,290.0,96.0,0.0,0.0,0.0,0.0,0.0,580.0,0.04134726896882057,,0.4837367236614227,,0.08547473698854446,,1.0,,236.0,,,,100.0,-0.33,0.126,"Traxler, Bob",1973.0,MI,8.0,1.0,1974.0,0.0,,-0.3300000131130219,0.1260000020265579,19.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.4629999995231628,1.0,0.0,0.0,0.242000013589859,0.01999998651444912,1.0,1.0,248.0,100.0,1931.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,
T000362,14060.0,14060.0,93,House,"TREEN, David Conner",LA,3.0,200.0,0.0,both,996.0,1078.0,0.923933,996.0,1078.0,0.923933,0.0,0.0,1078.0,1.0,602.0,393.0,1.0,2.0,3.0,0.0,0.0,77.0,0.02584204450249672,,0.2713411748409271,,0.09523820132017136,,1.0,,188.0,,,,200.0,0.34,0.189,"Treen, David",1973.0,LA,3.0,0.0,1972.0,0.0,54.0,0.3400000035762787,0.1889999955892563,8.0,0.0,0.0,0.0,2916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4280000030994415,0.6899999976158142,1.0,1.0,197.0,200.0,1928.0,2009.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,
U000001,10566.0,10566.0,93,House,"UDALL, Morris King",AZ,2.0,100.0,0.0,both,947.0,1078.0,0.878479,947.0,1078.0,0.878479,0.0,0.0,1078.0,1.0,676.0,271.0,0.0,0.0,0.0,0.0,0.0,131.0,4.276490211486816,,1.584492802619934,,2.698964834213257,,3.0,,21.0,,,,100.0,-0.387,0.008,"Udall, Morris",1973.0,AZ,2.0,1.0,1961.0,0.0,63.0,-0.3869999945163727,0.00800000037997961,4.0,1.0,0.0,0.0,3969.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2989999949932098,0.03699999302625656,0.0,7.0,248.0,100.0,1922.0,1998.0,4.0,1.0,1.0,1.0,1.0,51.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,60.0,6.0,8.0,8.0,3.0,0.0,
U000004,9551.0,9551.0,93,House,"ULLMAN, Albert Conrad",OR,2.0,100.0,0.0,both,978.0,1078.0,0.907236,978.0,1078.0,0.907236,0.0,0.0,1078.0,1.0,692.0,286.0,0.0,3.0,4.0,0.0,0.0,93.0,10.2078971862793,,5.96693754196167,,1.710743069648743,,3.0,,4.0,,,,100.0,-0.367,0.405,"Ullman, Al",1973.0,OR,2.0,1.0,1956.0,0.0,100.0,-0.367000013589859,0.4050000011920929,4.0,0.0,0.0,0.0,10000.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2790000140666962,0.01700001396238804,0.0,9.0,248.0,100.0,1914.0,1986.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,3.0,2.0,2.0,12.0,11.0,11.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,57.0,11.0,14.0,14.0,10.0,0.0,
